longitude,latitude,from,to,label     
-52.482695999999900,-26.890908000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.463594999999900,-26.887024000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.473053000000000,-26.879643000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.471449000000000,-26.875323999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.489274999999900,-26.869897000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.459375000000000,-26.869980999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.456902999999900,-26.869515000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.482999999999900,-26.864978000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.468454000000000,-26.856877999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.460419999999900,-26.858193000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.484853999999900,-26.848226000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.463653000000000,-26.844833000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.482097000000000,-26.828970000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.490082999999900,-26.823667000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.473398000000000,-26.823157999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.455762000000000,-26.827358000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.460800999999900,-26.828800000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.453812999999900,-26.835460000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.452862000000000,-26.827697000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.437128000000000,-26.837537999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.424151000000000,-26.827697000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.418208999999900,-26.834993000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.405279000000000,-26.830157000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.425006000000000,-26.824473000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.403092000000000,-26.839870999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.389259000000000,-26.831260000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.391492999999900,-26.837793000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.377138000000000,-26.826128000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.361640999999900,-26.825109999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.371766000000000,-26.834738999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.356174000000000,-26.835840999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.350279999999900,-26.831854000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.339632000000000,-26.840931000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.335259000000000,-26.828036000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.336542000000000,-26.836943999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.326892000000000,-26.837284000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.317290000000000,-26.833466000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.308971000000000,-26.824897000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.292999000000000,-26.830921000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.308447999999900,-26.830454000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.295566000000000,-26.823157999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.298371000000000,-26.848607999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.312964000000000,-26.836307999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.293711999999900,-26.855775000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.298560999999900,-26.862560999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.312345999999900,-26.852001000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.320760000000000,-26.852764000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.291431000000000,-26.871507999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.293807000000000,-26.893343000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.309683999999900,-26.889527999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.311965999999900,-26.905933999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.291668000000000,-26.912673999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.319239000000000,-26.909918999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.306119000000000,-26.907290000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.305359000000000,-26.915344000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.307212000000000,-26.919540000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.333309999999900,-26.906188000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.331265999999900,-26.903262999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.349139000000000,-26.910765999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.345002999999900,-26.906655000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.338396000000000,-26.898855000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.349471999999900,-26.897667999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.363495000000000,-26.906358000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.367534999999900,-26.900762000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.351326000000000,-26.915938000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.367108000000000,-26.914539000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.378515999999900,-26.907544999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.385551000000000,-26.905044000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.383603000000000,-26.914793000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.394013000000000,-26.909834000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.397483000000000,-26.904323000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.393062000000000,-26.905213000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.405611999999900,-26.904661999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.413027000000000,-26.911572000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.408938999999900,-26.916658000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.425623999999900,-26.909452000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.429141999999900,-26.902923999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.442785000000000,-26.911867999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.425671999999900,-26.896099000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.428904000000000,-26.888636999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.445447000000000,-26.864384000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.313487000000000,-26.879988000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.360261999999900,-26.894573000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.352276000000000,-26.884567000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.401428000000000,-26.889994000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.371195999999900,-26.883973999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.362068999999900,-26.877867999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.353417000000000,-26.855563000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.330979999999900,-26.853019000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.388117999999900,-26.847166000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.385266000000000,-26.862348999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.354177999999900,-26.850643999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.419016999999900,-26.851322000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.437936000000000,-26.871932000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.473112999999900,-26.827484999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.297040000000000,-26.907879000000000,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.398398000000000,-26.906383999999900,2017-01-01,2018-01-01,Cobertura_Vegetal
-52.367454000000000,-26.904737000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.397188000000000,-26.916467999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.322960999999900,-26.905308999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.300927999999900,-26.876405999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.317025000000000,-26.864049999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.297826000000000,-26.844871000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.305098999999900,-26.834278000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.313549000000000,-26.827072000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.328308000000000,-26.824638000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.351891999999900,-26.828885000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.363228999999900,-26.832464000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.369914000000000,-26.832225999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.394514000000000,-26.839812999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.428311999999900,-26.832512000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.448419999999900,-26.840529000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.471789000000000,-26.849737999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.477350999999900,-26.864336999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.466067000000000,-26.887042999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.437564000000000,-26.904402999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.416066000000000,-26.905166000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.419595000000000,-26.896820000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.420771999999900,-26.887615000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.370970000000000,-26.874987000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.354125000000000,-26.872339000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.327492999999900,-26.869285999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.331771000000000,-26.882738000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.318936000000000,-26.886077000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.459476000000000,-26.917266000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.434449000000000,-26.916599000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.490493000000000,-26.904582000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.490386000000000,-26.881498000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.466428000000000,-26.871766999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.446213999999900,-26.859459000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.433272000000000,-26.864515999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.421720999999900,-26.857168999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.390115000000000,-26.854973999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.392842999999900,-26.861224000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.374125999999900,-26.865421999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.376372000000000,-26.874103999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.366852999999900,-26.873436000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.344552000000000,-26.868092999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.359419000000000,-26.845479000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.373162999999900,-26.841042000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.431026000000000,-26.843952000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.443058000000000,-26.848485000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.476962999999900,-26.832500000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.458621000000000,-26.838273999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.444074999999900,-26.823671999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.456856000000000,-26.830639000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.438887000000000,-26.842711999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.424447999999900,-26.843140999999900,2012-01-01,2013-01-01,Culturas_Agricolas
-52.470813000000000,-26.830639000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.471401999999900,-26.896808000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.383163000000000,-26.908826000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.337279000000000,-26.908206000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.302892999999900,-26.916694000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.301395999999900,-26.905059000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.335033000000000,-26.895902000000000,2012-01-01,2013-01-01,Culturas_Agricolas
-52.394165000000000,-26.838190000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.374178999999900,-26.824601999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.424484999999900,-26.826179000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.359903000000000,-26.845469000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.350658000000000,-26.875063999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.344811999999900,-26.868272000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.374178999999900,-26.864875999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.368060999999900,-26.871182999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.344472000000000,-26.853535000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.304772000000000,-26.827452999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.319727000000000,-26.885311000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.299469000000000,-26.877428999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.319591000000000,-26.902166000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.368537000000000,-26.904833000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.356844000000000,-26.904347999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.397359999999900,-26.915502000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.424959999999900,-26.901074000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.358339999999900,-26.885916999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.344676000000000,-26.884582999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.309733999999900,-26.858205000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.328156999999900,-26.829394000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.352018000000000,-26.828908999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.334887000000000,-26.824055999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.375267000000000,-26.916805000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.382541000000000,-26.908137000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.437877000000000,-26.860904000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.447122000000000,-26.858962999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.421560999999900,-26.857144000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.389747000000000,-26.848592000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.427748000000000,-26.832457999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.399196000000000,-26.828333000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.383288999999900,-26.833853000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.362147000000000,-26.831730000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.362895000000000,-26.868181000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.382745000000000,-26.891192000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.432149000000000,-26.878216999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.440340999999900,-26.875851999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.443434000000000,-26.879581000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.456417999999900,-26.867726000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.450130000000000,-26.866513000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.451183999999900,-26.860965000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.459544999999900,-26.838705000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.455329999999900,-26.845074000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.448464000000000,-26.840555999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.490068000000000,-26.849381000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.481605000000000,-26.851534000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.479191000000000,-26.852139999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.477117999999900,-26.842829999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.490544000000000,-26.834550000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.478648000000000,-26.829425000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.472054000000000,-26.829243000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.465867000000000,-26.840282999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.474364999999900,-26.863633000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.461584999999900,-26.873031999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.448667999999900,-26.869454999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.436568000000000,-26.910136999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.296801000000000,-26.890677000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.292313999999900,-26.883583000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.308833000000000,-26.891344000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.305433999999900,-26.834277000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.293674000000000,-26.824086000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.314067999999900,-26.831426000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.337521000000000,-26.858416999999900,2013-01-01,2014-01-01,Culturas_Agricolas
-52.364916999999900,-26.887767000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.407812000000000,-26.900195000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.346221999999900,-26.915047000000000,2013-01-01,2014-01-01,Culturas_Agricolas
-52.490034999999900,-26.919053999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.472723000000000,-26.916702000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.457726999999900,-26.915897999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.489778000000000,-26.902812999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.483792999999900,-26.900231000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.470084000000000,-26.900862000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.450325999999900,-26.890644999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.472144000000000,-26.884905000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.492030999999900,-26.881976999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.461010000000000,-26.880313000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.473301999999900,-26.870726000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.489778000000000,-26.873308999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.460751999999900,-26.872907000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.446978999999900,-26.870208999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.473367000000000,-26.859874999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.454123000000000,-26.858210000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.482377000000000,-26.851089999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.491000999999900,-26.838342000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.468989999999900,-26.843166000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.454574000000000,-26.844370999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.484951000000000,-26.825650000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.464485000000000,-26.833288000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.453415000000000,-26.823868999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.447108000000000,-26.836504000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.480831999999900,-26.836331999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.428958999999900,-26.832082000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.430117000000000,-26.844370999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.420914000000000,-26.825821999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.391115999999900,-26.824674000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.402313999999900,-26.844830999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.362476000000000,-26.831738000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.377085999999900,-26.848334000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.396071999999900,-26.849712000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.371293000000000,-26.844543999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.352887000000000,-26.839375000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.356298000000000,-26.828579000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.330168000000000,-26.825765000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.328366000000000,-26.830186999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.304102999999900,-26.841443000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.304167000000000,-26.827430000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.290523000000000,-26.836447000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.295735999999900,-26.844659000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.316073000000000,-26.865500999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.300756000000000,-26.877098000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.320514000000000,-26.884675000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.292324999999900,-26.883355000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.291809999999900,-26.897131000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.300949000000000,-26.905108999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.327464999999900,-26.908897000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.301400000000000,-26.916184999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.352950999999900,-26.909700000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.358615000000000,-26.905052000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.374639999999900,-26.916243000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.368654999999900,-26.904937000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.399417999999900,-26.911307000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.405661000000000,-26.898451000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.427028000000000,-26.884331000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.437325999999900,-26.912627000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.446978999999900,-26.901033999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.458500000000000,-26.892712000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.421621999999900,-26.896902000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.447301000000000,-26.875260999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.435910000000000,-26.860907999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.414670999999900,-26.854305000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.413319999999900,-26.860735999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.410680999999900,-26.832082000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.396360999999900,-26.830991000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.370682000000000,-26.832082000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.346933999999900,-26.856487000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.356265999999900,-26.873021999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.374285999999900,-26.864353000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.345002999999900,-26.869289999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.340305000000000,-26.884215999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.321511999999900,-26.894777999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.315398000000000,-26.899829000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.290748000000000,-26.915725999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.346290000000000,-26.896902000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.339467999999900,-26.895180000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.357166999999900,-26.886168000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.368107999999900,-26.871185000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.336571999999900,-26.873308999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.383811000000000,-26.877959000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.340691000000000,-26.909241000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.443213999999900,-26.907060000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.362251000000000,-26.857520999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.376313000000000,-26.887574000000000,2014-01-01,2015-01-01,Culturas_Agricolas
-52.372740999999900,-26.883842999999900,2014-01-01,2015-01-01,Culturas_Agricolas
-52.489139000000000,-26.913923000000000,2015-01-01,2016-01-01,Culturas_Agricolas
-52.490279999999900,-26.919201000000000,2015-01-01,2016-01-01,Culturas_Agricolas
-52.472952999999900,-26.916212000000000,2015-01-01,2016-01-01,Culturas_Agricolas
-52.463968000000000,-26.916022000000000,2015-01-01,2016-01-01,Culturas_Agricolas
-52.489210000000000,-26.904004000000000,2015-01-01,2016-01-01,Culturas_Agricolas
-52.474735000000000,-26.901143000000000,2015-01-01,2016-01-01,Culturas_Agricolas
-52.446570000000000,-26.907119999999900,2015-01-01,2016-01-01,Culturas_Agricolas
-52.454129000000000,-26.899107999999900,2015-01-01,2016-01-01,Culturas_Agricolas
-52.452773999999900,-26.918945999999900,2015-01-01,2016-01-01,Culturas_Agricolas
-52.458050000000000,-26.899172000000000,2015-01-01,2016-01-01,Culturas_Agricolas
-52.450634999999900,-26.891349999999900,2015-01-01,2016-01-01,Culturas_Agricolas
-52.491064000000000,-26.884990999999900,2015-01-01,2016-01-01,Culturas_Agricolas
-52.479156000000000,-26.877103999999900,2015-01-01,2016-01-01,Culturas_Agricolas
-52.489494999999900,-26.874751000000000,2015-01-01,2016-01-01,Culturas_Agricolas
